id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
8843,1.0,5150000.0,39.5,9.0,20.7,2.0,1.0,,,0.0,1.0,1.0,0.0,,,,1.0,3193
8844,1.0,5200000.0,41.0,9.5,19.5,9.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2077
8845,1.0,5270000.0,39.0,8.0,19.0,13.0,1.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0,2023
8846,1.0,5300000.0,41.0,8.7,21.0,7.0,1.0,,,0.0,1.0,1.0,0.0,0.0,2.0,,1.0,8202
8847,2.0,5350000.0,40.0,9.0,19.0,14.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5099
8848,1.0,5400000.0,34.2,7.8,15.8,2.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,1.0,7570
8849,1.0,5450000.0,37.6,8.6,18.6,4.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,6282
8850,1.0,5500000.0,37.0,8.0,19.0,8.0,1.0,,2.7,1.0,0.0,,,0.0,1.0,,2.0,939
8851,1.0,5500000.0,38.0,8.5,19.0,3.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,3132
8852,2.0,5500000.0,35.0,10.0,19.0,6.0,1.0,,2.48,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,886
8853,1.0,5600000.0,39.0,6.5,23.9,2.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,,,2.0,1.0,4470
8854,1.0,5650000.0,37.8,8.5,18.9,7.0,1.0,,2.64,1.0,0.0,,,1.0,0.0,1.0,2.0,9199
8855,1.0,5690000.0,39.0,9.0,18.0,4.0,1.0,,,0.0,1.0,,,0.0,1.0,1.0,2.0,9540
8856,1.0,5700000.0,38.0,9.0,19.0,4.0,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,9540
8857,1.0,5800000.0,47.6,7.0,31.0,9.0,2.0,1.0,,0.0,1.0,0.0,1.0,,,0.0,1.0,1748
8858,1.0,5850000.0,37.0,10.2,15.9,4.0,1.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,489
8859,1.0,6400000.0,50.3,6.0,34.0,7.0,3.0,2.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1231
8860,1.0,6400000.0,45.0,6.0,30.0,8.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,381
8861,1.0,6500000.0,52.0,8.7,30.4,8.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6257
8862,1.0,6550000.0,51.0,6.0,33.8,9.0,3.0,2.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1231
8863,1.0,6600000.0,46.4,10.1,,6.0,1.0,,,1.0,0.0,,,,,1.0,1.0,7570
8864,1.0,6650000.0,58.7,6.5,38.0,5.0,3.0,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,635
8865,1.0,6700000.0,52.4,8.6,30.5,5.0,2.0,,2.64,0.0,1.0,,,1.0,0.0,1.0,1.0,7097
8866,1.0,6750000.0,53.0,8.7,32.0,3.0,2.0,,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,7264
8867,1.0,6990000.0,55.0,10.0,37.0,12.0,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1499
8868,1.0,7000000.0,38.9,8.6,20.9,2.0,1.0,,,0.0,1.0,0.0,1.0,,,,1.0,5174
8869,1.0,7000000.0,55.0,10.0,30.0,12.0,2.0,1.0,2.7,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1499
8870,1.0,7000000.0,55.0,10.0,30.0,12.0,2.0,1.0,2.64,1.0,0.0,,,0.0,1.0,2.0,1.0,1499
8871,1.0,7150000.0,41.4,,,5.0,1.0,,,1.0,0.0,,,1.0,0.0,2.0,1.0,7874
8872,1.0,7190000.0,41.5,9.0,21.0,5.0,1.0,,,1.0,0.0,,,0.0,1.0,2.0,1.0,7874
8873,1.0,7250000.0,60.0,6.5,42.0,4.0,3.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2925
8874,1.0,7300000.0,51.0,8.5,30.5,9.0,2.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2932
8875,1.0,7300000.0,51.0,,,9.0,2.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0,2932
8876,1.0,7500000.0,62.5,9.3,42.3,2.0,3.0,,2.64,0.0,1.0,,,0.0,1.0,0.0,1.0,4067
8877,1.0,7500000.0,49.0,12.0,26.0,2.0,2.0,1.0,,1.0,0.0,,,,,2.0,1.0,1748
8878,1.0,7500000.0,39.7,10.5,21.0,9.0,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1683
8879,1.0,7600000.0,59.0,12.9,30.4,13.0,2.0,1.0,,0.0,1.0,,,,,0.0,1.0,2077
8880,1.0,7800000.0,57.0,11.0,30.0,13.0,2.0,,2.84,0.0,1.0,,,0.0,1.0,0.0,1.0,2077
8881,2.0,7800000.0,52.0,8.0,30.0,6.0,2.0,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8894
8882,1.0,8000050.0,60.0,6.0,46.0,5.0,3.0,0.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2534
8883,1.0,8050000.0,63.1,11.5,40.3,2.0,3.0,,,0.0,1.0,1.0,1.0,,,,1.0,1649
8884,1.0,8200000.0,80.1,8.4,48.0,14.0,3.0,,,0.0,1.0,1.0,1.0,2.0,0.0,,1.0,9416
8885,1.0,8500000.0,80.0,12.0,50.0,10.0,3.0,,,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3379
8886,1.0,8650000.0,64.0,10.0,33.5,5.0,2.0,,2.64,1.0,0.0,,,0.0,1.0,2.0,2.0,8187
8887,1.0,9000000.0,76.0,9.0,35.0,15.0,3.0,1.0,2.7,0.0,1.0,1.0,1.0,,,,1.0,343
8888,1.0,9100000.0,55.5,8.6,48.8,9.0,2.0,,,0.0,1.0,1.0,1.0,2.0,0.0,,1.0,5207
8889,1.0,9100000.0,70.6,10.0,43.5,15.0,3.0,,,,,,,0.0,1.0,1.0,1.0,343
8890,1.0,9300000.0,73.0,10.4,43.6,1.0,3.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3789
8891,1.0,9500000.0,80.0,12.0,48.0,10.0,3.0,1.0,,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,3379
8892,1.0,9550000.0,74.0,10.1,44.8,5.0,3.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2483
8893,1.0,9700000.0,74.0,10.5,43.4,10.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,6388
8894,1.0,9990000.0,90.5,8.3,56.5,4.0,4.0,,2.64,0.0,1.0,,,4.0,0.0,1.0,1.0,6257
8895,1.0,10000000.0,76.0,10.0,44.0,12.0,3.0,1.0,2.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,338
8896,1.0,10500000.0,77.0,12.0,45.0,1.0,3.0,1.0,,0.0,1.0,,,,,2.0,1.0,712
8897,1.0,10800000.0,78.3,10.3,44.3,6.0,3.0,,2.6,0.0,1.0,,,0.0,1.0,1.0,1.0,4134
8898,1.0,10800000.0,92.0,10.3,44.3,6.0,3.0,,,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4134
8899,1.0,11300000.0,72.6,10.0,45.6,4.0,3.0,,,0.0,2.0,1.0,1.0,0.0,1.0,,1.0,1396
8900,1.0,11600000.0,78.2,10.0,44.0,17.0,3.0,,,0.0,1.0,0.0,1.0,0.0,2.0,,1.0,3397
8901,1.0,11600000.0,77.5,12.7,45.0,8.0,3.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1833
8902,1.0,11700000.0,76.6,10.0,45.0,2.0,3.0,,,1.0,0.0,,,1.0,1.0,,1.0,1980
8903,2.0,12000000.0,70.0,17.0,37.0,9.0,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3619
8904,2.0,13600000.0,98.0,14.0,55.0,9.0,3.0,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3013
8905,1.0,13900000.0,90.3,20.6,59.2,15.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3619
8906,1.0,15300000.0,92.3,26.6,42.1,8.0,3.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3619
8907,2.0,19500000.0,114.2,13.2,64.9,7.0,3.0,,2.65,,,1.0,1.0,0.0,1.0,3.0,1.0,8685
8908,1.0,25000000.0,136.3,12.0,90.0,2.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,,,2.0,1.0,3619
8909,1.0,31900000.0,225.0,14.0,175.0,12.0,6.0,2.0,2.95,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,3619
8910,1.0,4700000.0,20.0,,,14.0,1.0,,,1.0,0.0,1.0,0.0,,,3.0,1.0,1748
8911,2.0,4850000.0,35.0,,18.0,1.0,1.0,,2.64,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,8751
8912,1.0,4900000.0,38.0,9.0,19.0,4.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,131
8913,1.0,10300000.0,70.0,15.0,38.0,3.0,2.0,1.0,2.8,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5661
8914,1.0,5200000.0,36.0,9.0,15.0,11.0,1.0,,2.48,1.0,0.0,,,0.0,1.0,2.0,1.0,1678
8915,2.0,5200000.0,38.0,10.0,21.0,10.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4997
8916,0.0,5250000.0,40.0,10.0,19.4,5.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2974
8917,0.0,5300000.0,38.0,9.0,18.0,7.0,1.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5250
8918,0.0,5300000.0,38.5,9.0,29.0,9.0,1.0,,2.64,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3789
8919,,5600000.0,39.0,8.5,19.1,5.0,1.0,,2.64,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1112
8920,0.0,5800000.0,42.4,10.8,17.7,2.0,1.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5016
8921,0.0,5850000.0,44.0,6.0,28.0,2.0,2.0,1.0,,0.0,1.0,1.0,0.0,,,1.0,2.0,9569
8922,1.0,5900000.0,47.5,9.0,29.0,1.0,2.0,0.0,,1.0,0.0,1.0,0.0,,,3.0,1.0,3146
8923,0.0,6000850.0,43.0,8.0,21.0,13.0,1.0,,2.6,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2565
8924,2.0,6150000.0,39.0,6.0,27.0,7.0,2.0,1.0,2.64,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,6220
8925,0.0,6200000.0,51.0,10.0,18.0,11.0,1.0,,2.8,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2077
8926,0.0,6300000.0,41.0,9.0,21.0,3.0,1.0,,2.64,,,,,0.0,1.0,1.0,1.0,5057
8927,0.0,6450000.0,39.3,8.0,17.2,7.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1396
8928,0.0,6500000.0,43.0,6.0,27.5,8.0,2.0,1.0,2.64,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4257
8929,1.0,6800000.0,61.6,8.0,39.0,4.0,3.0,,2.64,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1220
8930,2.0,6950000.0,54.8,8.7,32.9,11.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3633
8931,0.0,7150000.0,43.0,9.0,19.0,5.0,1.0,,,0.0,1.0,,,1.0,0.0,2.0,2.0,9164
8932,,30772000.0,106.76,12.3,67.7,3.0,3.0,1.0,3.1,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2570
8933,2.0,7300000.0,52.5,8.7,33.0,14.0,2.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,5507
8934,0.0,7850000.0,64.0,9.3,43.0,6.0,3.0,,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2233
8935,0.0,8200000.0,52.9,11.3,25.8,18.0,2.0,,,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,88
8936,0.0,8500000.0,75.0,9.8,45.5,5.0,3.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,9126
8937,1.0,8550000.0,81.3,11.0,47.1,2.0,3.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5868
8938,0.0,8600000.0,60.0,14.0,33.0,3.0,2.0,,,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,8567
8939,1.0,9300000.0,65.0,9.0,45.0,9.0,3.0,1.0,2.64,0.0,1.0,,,2.0,0.0,2.0,2.0,7264
8940,,9800000.0,73.0,9.0,51.0,2.0,3.0,1.0,2.7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3710
8941,,8500000.0,31.8,,,9.0,1.0,,,1.0,0.0,,,1.0,0.0,2.0,1.0,8993
8942,,9990000.0,40.0,9.0,19.0,15.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2602
8943,,10890000.0,76.5,10.1,46.4,15.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2376
8944,,11200000.0,65.0,,,7.0,2.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0,7554
8945,,11582584.0,36.59,,26.1,8.0,1.0,,,1.0,0.0,,,,,,1.0,4367
8946,,11999000.0,85.0,10.2,48.1,3.0,3.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0,3477
8947,,13500000.0,60.0,10.0,38.0,9.0,2.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7096
8948,3.0,14266300.0,79.7,14.1,44.4,21.0,3.0,,2.8,1.0,1.0,,,0.0,1.0,,1.0,1130
8949,,22990000.0,104.5,15.0,,9.0,4.0,1.0,,0.0,2.0,1.0,0.0,,,3.0,1.0,1591
8950,3.0,28058444.0,130.23,19.3,65.8,21.0,4.0,,3.3,1.0,1.0,,,1.0,2.0,,1.0,1143
8951,,37900000.0,95.0,17.0,51.0,12.0,2.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0,2922
8952,,6053000.0,35.1,14.3,11.5,2.0,1.0,,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,4703
8953,,6432000.0,38.65,10.0,17.2,5.0,1.0,,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,4703
8954,,9219000.0,39.44,,,12.0,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3428
8955,,10000000.0,29.2,5.0,16.0,1.0,1.0,,,1.0,0.0,,,,,,1.0,2788
8956,,10360000.0,76.0,21.0,38.8,4.0,3.0,1.0,,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,4703
8957,,10520640.0,56.2,,,20.0,1.0,,,,,,,,,,1.0,3139
8958,,12046000.0,56.57,,,10.0,2.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3428
8959,,13300000.0,49.0,15.0,18.0,10.0,1.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4106
8960,,14250000.0,74.0,10.0,46.0,1.0,3.0,,,0.0,1.0,,,2.0,0.0,,1.0,3666
8961,,15686528.0,85.7,,,12.0,2.0,,,,,,,,,,1.0,3139
8962,,7150000.0,37.6,9.5,19.0,2.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,3.0,1.0,4339
8963,,7500000.0,35.5,8.0,19.0,15.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,6613
8964,0.0,11500000.0,78.4,10.0,44.0,20.0,3.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,3703
8965,2.0,11800000.0,77.3,10.7,44.8,6.0,3.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7874
8966,1.0,13500000.0,104.9,13.2,67.1,16.0,4.0,1.0,2.8,0.0,3.0,,,1.0,1.0,0.0,1.0,7851
8967,,13500000.0,87.7,13.7,57.1,7.0,4.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,845
8968,2.0,15000000.0,87.0,12.0,57.0,20.0,4.0,1.0,,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,5679
8969,,10200000.0,67.8,9.1,40.3,15.0,3.0,,,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,6521
8970,1.0,9040000.0,79.1,10.2,45.3,1.0,3.0,1.0,,2.0,0.0,,,,,1.0,1.0,7874
8971,,7200000.0,32.0,,25.0,7.0,1.0,,2.64,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4820
8972,,23900000.0,106.0,16.0,51.8,18.0,2.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,7820
8973,,8800000.0,54.2,9.2,32.2,11.0,2.0,,2.64,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4815
8974,,39000000.0,151.0,20.0,92.0,9.0,3.0,,,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,7820
8975,3.0,19225000.0,76.9,,,3.0,1.0,,,,,,,,,,1.0,3463
8976,,30886000.0,127.0,18.0,74.0,3.0,3.0,,,,,1.0,0.0,,,0.0,2.0,345
8977,,9800000.0,76.5,10.1,47.6,9.0,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,6795
8978,,7195000.0,37.5,8.8,19.0,5.0,1.0,,2.64,1.0,0.0,,,1.0,0.0,3.0,1.0,778
8979,,13150000.0,52.0,25.0,11.8,2.0,2.0,2.0,,1.0,0.0,0.0,1.0,,,2.0,1.0,6651
8980,,43900000.0,153.1,20.1,84.2,12.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,,1.0,3889
8981,3.0,34070626.0,126.1,,,9.0,3.0,,,,,,,,,,1.0,2434
8982,,41957000.0,157.0,21.0,93.0,14.0,4.0,,,,,1.0,0.0,,,0.0,2.0,6061
8983,,29716000.0,122.0,22.0,70.0,2.0,3.0,,,,,1.0,0.0,,,0.0,2.0,6061
8984,,10900000.0,40.3,13.0,17.0,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,8741
8985,,35000000.0,155.0,19.0,93.0,5.0,3.0,,,,,1.0,0.0,,,0.0,2.0,7820
8986,3.0,12226000.0,72.3,24.9,,3.0,2.0,,2.78,,,,,0.0,1.0,,1.0,8118
8987,,19900000.0,89.4,8.3,47.0,2.0,3.0,,,0.0,1.0,,,1.0,0.0,3.0,1.0,2480
8988,,23600000.0,73.3,15.0,49.5,2.0,3.0,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3313
8989,,34500000.0,107.33,19.4,56.7,9.0,3.0,1.0,,3.0,0.0,,,0.0,1.0,0.0,1.0,4448
8990,,37000000.0,100.0,16.1,50.5,17.0,3.0,,3.1,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3463
8991,,6600000.0,36.2,,14.3,15.0,1.0,,2.7,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2633
8992,,6700000.0,45.0,6.0,27.8,6.0,2.0,,2.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,513
8993,,7150000.0,31.8,5.5,19.0,7.0,1.0,,2.6,1.0,0.0,,,,,1.0,1.0,8047
8994,,7430000.0,37.9,7.6,23.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,,,2.0,1.0,6307
8995,,8299000.0,40.7,,18.5,24.0,1.0,,,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,9450
8996,,8400000.0,36.6,6.6,20.2,6.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8886
8997,,8600000.0,51.0,,31.0,3.0,2.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,778
8998,,9300000.0,42.3,5.5,26.0,6.0,2.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2948
8999,,9500000.0,32.0,5.0,19.0,5.0,1.0,,2.64,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,7920
9000,3.0,10309329.0,67.8,20.1,,2.0,2.0,,2.78,,,,,0.0,1.0,,1.0,8118
9001,,10309000.0,67.8,20.3,29.1,2.0,2.0,1.0,2.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,8118
9002,3.0,11105100.0,45.7,9.8,26.3,2.0,1.0,,3.1,1.0,0.0,,,,,,1.0,3883
9003,3.0,11970500.0,44.5,9.8,25.8,20.0,1.0,,3.1,1.0,0.0,,,,,,1.0,3883
9004,,12500000.0,43.0,16.0,20.0,5.0,1.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7518
9005,,12950000.0,51.0,8.4,31.0,10.0,2.0,,2.64,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,240
9006,,13500000.0,64.0,10.0,34.0,2.0,2.0,,2.74,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,9091
9007,,13600000.0,51.0,8.0,31.5,5.0,2.0,,2.7,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,9418
9008,,14448000.0,53.69,14.2,21.6,4.0,1.0,,3.1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2570
9009,,14800000.0,45.0,8.0,30.0,4.0,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,9437
9010,,15200000.0,71.0,16.6,38.9,16.0,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2941
9011,,15990000.0,76.0,10.0,45.2,12.0,3.0,,2.74,1.0,0.0,,,1.0,0.0,2.0,2.0,2914
9012,3.0,18835200.0,65.4,16.7,33.5,32.0,2.0,,3.1,1.0,1.0,,,,,,1.0,3883
9013,,19500000.0,78.0,28.4,22.6,8.0,1.0,,,1.0,0.0,,,,,0.0,1.0,3463
9014,,20000000.0,70.7,12.2,49.8,9.0,2.0,,,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2570
9015,,20200000.0,62.9,10.0,28.7,3.0,2.0,,2.7,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,5289
9016,,20750000.0,75.0,11.0,43.0,4.0,3.0,1.0,,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,6222
9017,3.0,21086325.0,67.55,,,15.0,1.0,,3.0,,,,,0.0,1.0,,1.0,2570
9018,,21500000.0,65.0,11.0,31.0,18.0,2.0,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7631
9019,,22200000.0,76.0,13.0,47.0,14.0,2.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2434
9020,,22400000.0,99.4,12.9,64.5,13.0,4.0,1.0,2.78,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,911
9021,,22802000.0,71.95,15.5,33.0,19.0,2.0,1.0,3.1,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2570
9022,,23300000.0,81.0,9.0,54.0,8.0,3.0,1.0,,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,5238
9023,,23900000.0,101.0,,,8.0,2.0,1.0,,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,7820
9024,,25000000.0,109.0,17.0,53.0,10.0,2.0,,,,,1.0,0.0,,,0.0,2.0,345
9025,,26000000.0,63.5,18.2,22.7,13.0,1.0,,,1.0,0.0,,,0.0,1.0,2.0,1.0,5566
9026,3.0,29112750.0,135.0,13.9,83.9,4.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0,7638
9027,,30000000.0,140.0,17.0,77.5,16.0,4.0,1.0,,0.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1141
9028,3.0,30629000.0,140.5,20.1,63.7,12.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0,7638
9029,,31900000.0,117.1,12.0,60.0,4.0,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,9731
9030,,32798000.0,118.57,17.3,62.5,4.0,3.0,1.0,3.1,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2570
9031,,33000000.0,101.0,16.0,53.0,5.0,3.0,,,,,1.0,0.0,,,3.0,2.0,7820
9032,3.0,33526915.0,104.58,,,7.0,1.0,,3.0,,,,,0.0,1.0,,1.0,2570
9033,,36000000.0,176.0,18.0,108.0,11.0,5.0,,,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,7631
9034,,36152000.0,120.0,17.0,58.5,17.0,3.0,1.0,3.1,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2570
9035,,39500000.0,196.0,25.0,120.0,22.0,4.0,,,,,1.0,0.0,,,,2.0,345
9036,,41450000.0,119.1,14.5,57.0,14.0,3.0,1.0,,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2027
9037,,41990000.0,114.0,50.0,42.0,16.0,3.0,,3.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2497
9038,,42000000.0,136.0,14.7,84.0,11.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,2497
9039,,48000000.0,176.0,15.0,100.0,5.0,4.0,,3.0,2.0,0.0,,,0.0,1.0,3.0,1.0,4238
9040,,70000000.0,302.0,,,13.0,6.0,1.0,,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3729
9041,,78000000.0,189.7,16.2,117.3,13.0,5.0,,3.4,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,4387
9042,,97222901.0,174.5,,104.7,3.0,4.0,,,2.0,0.0,1.0,1.0,,,3.0,1.0,263
9043,,250718085.0,226.0,,,3.0,4.0,,,,,,,,,3.0,1.0,6040
9044,3.0,34933968.0,146.4,21.4,82.8,3.0,3.0,,,1.0,1.0,,,0.0,2.0,,1.0,5566
9045,2.0,34990000.0,132.0,20.0,84.0,7.0,4.0,1.0,,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,7269
9046,3.0,22590620.0,83.98,14.4,48.9,25.0,2.0,,3.1,1.0,1.0,,,,,,1.0,3883
9047,2.0,18600000.0,67.3,8.4,45.7,5.0,3.0,2.0,,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,7054
9048,2.0,14750000.0,71.0,6.2,50.0,14.0,4.0,1.0,2.8,0.0,1.0,1.0,0.0,,,1.0,1.0,8608
9049,2.0,17550000.0,80.0,8.2,54.3,7.0,3.0,1.0,3.1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8907
9050,1.0,100000000.0,276.0,22.3,175.3,14.0,6.0,1.0,,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,4238
9051,1.0,9500000.0,62.0,6.0,43.1,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,817
9052,2.0,13150000.0,54.0,9.0,29.0,6.0,2.0,1.0,2.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4424
