id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating
6404,0.0,55.696934999999996,37.750397,4.0,улица Чистова,24,1958.0,0.0,5.0,1.0,0.0,0.0,,,0.0
312,0.0,55.633968,37.674544,5.0,улица Медиков,4,1968.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
3649,0.0,55.644704000000004,37.385861,7.0,Производственная улица,10к1,2019.0,,13.0,0.0,1.0,1.0,0.0,1.0,
3057,0.0,55.72355699999999,37.457627,7.0,улица Ватутина,6,1959.0,,5.0,1.0,0.0,0.0,,,
4502,0.0,55.652446,37.411319,7.0,улица Главмосстроя,6А,1971.0,3.0,12.0,0.0,1.0,1.0,,,0.0
2458,0.0,55.799168,37.559263,1.0,улица Верхняя Масловка,28,2009.0,2.0,19.0,0.0,1.0,1.0,,1.0,0.0
6512,1.0,55.854987,37.559155,1.0,Дмитровское шоссе,71к1,2021.0,2.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0
7756,0.0,55.776239000000004,37.528765,1.0,Хорошевское шоссе,23К2,1956.0,0.0,5.0,1.0,0.0,0.0,,,0.0
316,0.0,55.730112,37.590156,0.0,Комсомольский проспект,11,1961.0,0.0,8.0,0.0,1.0,0.0,,,0.0
9588,0.0,55.757560999999995,37.588853,0.0,Большая Никитская улица,49,,,14.0,0.0,1.0,1.0,,,
700,0.0,55.625693999999996,37.708087,5.0,Каширское шоссе,80К1,1984.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
8025,0.0,55.709028,37.620761,5.0,Большая Тульская улица,2,1990.0,4.0,16.0,0.0,1.0,0.0,,1.0,0.0
3195,0.0,55.645304,37.399399,7.0,улица Авиаторов,16,1986.0,3.0,17.0,0.0,1.0,1.0,,,0.0
7085,0.0,55.697899,37.495571999999996,7.0,Винницкая улица,3,1970.0,3.0,9.0,0.0,1.0,1.0,,,0.0
2005,0.0,55.735246,37.414239,7.0,Партизанская улица,24к2,2009.0,3.0,17.0,0.0,1.0,1.0,,,0.0
1905,0.0,55.739412,37.739851,4.0,2-я Фрезерная улица,6к2,1975.0,0.0,5.0,1.0,0.0,0.0,1.0,,
6776,0.0,55.734278,37.48702,7.0,Минская улица,3,1960.0,,5.0,1.0,0.0,0.0,,,
114,0.0,55.68780699999999,37.462595,7.0,Большая Очаковская улица,12,2012.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
3353,0.0,55.767543999999994,37.408894000000004,7.0,Осенняя улица,26,1986.0,3.0,17.0,0.0,1.0,1.0,,,0.0
6760,0.0,55.644845999999994,37.342364,7.0,Лукинская улица,5,1991.0,3.0,17.0,0.0,1.0,1.0,,,0.0
2604,0.0,55.738363,37.520707,7.0,площадь Победы,2К3,2003.0,2.0,12.0,0.0,1.0,1.0,0.0,,0.0
8292,1.0,55.646223,37.385978,7.0,Производственная улица,6к3,,,14.0,0.0,1.0,1.0,0.0,,
2530,0.0,55.742036999999996,37.489149,7.0,Сеславинская улица,32,1964.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
4722,0.0,55.766238,37.490505999999996,7.0,Филевский бульвар,8к1,1982.0,3.0,12.0,0.0,1.0,0.0,,,0.0
2326,0.0,55.73798299999999,37.463871000000005,7.0,Большая Филевская улица,59К2,1963.0,,5.0,1.0,0.0,0.0,,,
2791,0.0,55.748478000000006,37.561203000000006,7.0,Кутузовский проспект,9К1,1960.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
8739,0.0,55.644526,37.337334000000006,7.0,Лукинская улица,18,2006.0,3.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0
6911,0.0,55.722593,37.418191,7.0,улица Гришина,16,2017.0,,15.0,0.0,1.0,1.0,,,0.0
6925,0.0,55.745904,37.559909999999995,7.0,Большая Дорогомиловская улица,5,1939.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0
1584,0.0,55.73426800000001,37.440119,7.0,Молодогвардейская улица,2,1981.0,0.0,12.0,0.0,1.0,1.0,,1.0,0.0
7580,0.0,55.741738,37.416691,7.0,Ярцевская улица,27к1,2009.0,2.0,31.0,0.0,1.0,0.0,,1.0,0.0
2503,1.0,55.794284999999995,37.545626,1.0,м. Динамо,Ленинградский проспект,2019.0,2.0,21.0,0.0,1.0,1.0,0.0,,
7312,0.0,55.849796999999995,37.523088,1.0,Онежская улица,12К2,1973.0,3.0,12.0,0.0,1.0,0.0,,1.0,0.0
1238,0.0,55.765498,37.575648,0.0,Зоологический переулок,4-6,1959.0,0.0,5.0,1.0,0.0,0.0,,,0.0
6756,0.0,55.695824,37.551367,6.0,Университетский проспект,5,1957.0,0.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0
8391,0.0,55.610112,37.553603,6.0,улица Рокотова,3К2,1978.0,2.0,9.0,0.0,1.0,0.0,,1.0,0.0
688,1.0,55.696158999999994,37.486257,7.0,м. Раменки,Небо ЖК,2020.0,2.0,52.0,1.0,0.0,0.0,,0.0,
670,0.0,55.682747,37.489356,7.0,улица Удальцова,85К1,1995.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
7270,0.0,55.749826,37.570815,7.0,Кутузовский проспект,1/7,1940.0,0.0,7.0,0.0,1.0,0.0,,0.0,0.0
7426,0.0,55.674174,37.509792,7.0,улица Удальцова,27,2004.0,2.0,23.0,0.0,1.0,1.0,0.0,1.0,0.0
1754,0.0,55.76837,37.39691,7.0,Осенняя улица,25К7,2003.0,2.0,4.0,1.0,0.0,0.0,,0.0,
7848,0.0,55.702323,37.463035,7.0,Матвеевская улица,1,1968.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
8483,0.0,55.739139,37.504061,7.0,Барклая улица,5К2,1953.0,0.0,5.0,1.0,0.0,0.0,,,0.0
2059,0.0,55.720672,37.417643,7.0,улица Кутузова,2,1999.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
1912,0.0,55.639928000000005,37.34523,7.0,улица Скульптора Мухиной,5К1,1989.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
4792,0.0,55.724778,37.431406,7.0,улица Красных Зорь,41,1967.0,,12.0,0.0,1.0,0.0,,1.0,0.0
3603,0.0,55.716174,37.441413,7.0,Гжатская улица,4К2,1961.0,0.0,5.0,1.0,0.0,0.0,,,0.0
7106,0.0,55.707781000000004,37.403153,7.0,Сколковское шоссе,30,2006.0,3.0,22.0,0.0,1.0,1.0,,,0.0
4120,0.0,55.717563,37.504124,7.0,Снегири Эко ЖК,к1,2018.0,2.0,6.0,0.0,1.0,0.0,0.0,,
6553,,55.708633,37.610152,5.0,4-й Рощинский проезд,16,1958.0,,5.0,,,,,,
3391,0.0,55.705427,37.399012,7.0,Беловежская улица,83,2008.0,3.0,22.0,0.0,1.0,1.0,,1.0,0.0
3421,0.0,55.652212,37.567887,6.0,Херсонская улица,18,1970.0,4.0,14.0,0.0,1.0,0.0,,,0.0
5152,0.0,55.68930400000001,37.593794,6.0,улица Шверника,20,1959.0,0.0,5.0,1.0,0.0,0.0,,,0.0
1792,0.0,55.63730699999999,37.537694,6.0,улица Введенского,23К2,2001.0,3.0,16.0,1.0,0.0,0.0,,,0.0
5447,0.0,55.62667,37.519890000000004,6.0,улица Академика Капицы,30К1,1986.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
6401,0.0,55.649246,37.524264,6.0,Профсоюзная улица,94К2,2001.0,2.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0
21,0.0,55.675230000000006,37.545922999999995,6.0,улица Гарибальди,15,2008.0,2.0,22.0,0.0,1.0,1.0,,1.0,0.0
7713,0.0,55.652085,37.582609999999995,6.0,улица Каховка,15К1,1964.0,4.0,5.0,1.0,0.0,0.0,,0.0,0.0
6385,0.0,55.539441000000004,37.517132000000004,6.0,улица Адмирала Руднева,18,2003.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
7156,0.0,55.57040500000001,37.588611,6.0,Старокачаловская улица,18,1998.0,,10.0,0.0,1.0,1.0,0.0,1.0,
736,0.0,55.687066,37.561437,6.0,улица Ивана Бабушкина,12К2,1964.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
1019,0.0,55.771393,37.614159,0.0,Малый Каретный переулок,9С1,1917.0,0.0,4.0,1.0,0.0,0.0,,0.0,0.0
2271,0.0,55.73365,37.625271000000005,0.0,улица Малая Ордынка,36,1910.0,0.0,8.0,0.0,1.0,0.0,,0.0,0.0
4058,0.0,55.734120999999995,37.832809000000005,3.0,Вешняковская улица,19,1972.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
9328,0.0,55.666990000000006,37.746292,4.0,улица Верхние Поля,7К3,1970.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
1443,0.0,55.550095999999996,37.5645,6.0,Изюмская улица,28К1,2001.0,3.0,12.0,0.0,1.0,1.0,,1.0,0.0
564,0.0,55.64714300000001,37.603756,6.0,Симферопольский бульвар,24К3,1979.0,3.0,16.0,0.0,1.0,0.0,,1.0,0.0
4226,0.0,55.535472999999996,37.514967,6.0,Южнобутовская улица,84К1,1999.0,3.0,9.0,0.0,1.0,1.0,,1.0,0.0
6940,0.0,55.655366,37.569027,6.0,Севастопольский проспект,42к1,1970.0,3.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0
6112,0.0,55.64382,37.597495,6.0,Балаклавский проспект,24К2,1964.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
5991,0.0,55.565636,37.564194,6.0,улица Академика Глушко,14К1,1992.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
4542,0.0,55.880945,37.54118,1.0,Дмитровское шоссе,107к3,2019.0,2.0,24.0,1.0,1.0,1.0,1.0,0.0,
3864,0.0,55.673686,37.572764,6.0,Нахимовский проспект,39К1,2000.0,3.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0
4565,0.0,55.660038,37.578846,6.0,Перекопская улица,14К1,1964.0,3.0,5.0,1.0,0.0,0.0,1.0,,0.0
9318,0.0,55.648093,37.603774,6.0,Симферопольский бульвар,24К6,2004.0,3.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0
387,0.0,55.648148,37.596435,6.0,Азовская улица,24К1,,2.0,12.0,0.0,1.0,1.0,,,
7842,0.0,55.642132999999994,37.601385,6.0,Балаклавский проспект,18К1,1999.0,3.0,24.0,0.0,1.0,0.0,,1.0,0.0
4652,0.0,55.679813,37.564132,6.0,Профсоюзная улица,24К1,1957.0,0.0,8.0,0.0,1.0,0.0,,,0.0
5302,0.0,55.694855000000004,37.558508,6.0,Ленинский проспект,61/1,1950.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0
579,0.0,55.668655,37.537523,6.0,улица Академика Пилюгина,12К1,1982.0,3.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0
2234,0.0,55.649241,37.485583,6.0,Ленинский проспект,121/1К2,,,25.0,0.0,1.0,1.0,,,
5626,0.0,55.676179000000005,37.536203,6.0,улица Гарибальди,6К1,2010.0,2.0,15.0,0.0,1.0,0.0,,1.0,1.0
9667,0.0,55.651562,37.517140999999995,6.0,улица Академика Волгина,8А,2011.0,2.0,20.0,0.0,1.0,1.0,2.0,1.0,0.0
1832,0.0,55.65211600000001,37.710404,4.0,Подольская улица,17,1980.0,3.0,12.0,0.0,1.0,1.0,,,0.0
8161,0.0,55.705558999999994,37.571399,6.0,улица Академика Зелинского,38К8,1993.0,0.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
1797,0.0,55.660374,37.602049,6.0,Азовская улица,4,1971.0,2.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
6965,0.0,55.651516,37.488727000000004,6.0,Ленинский проспект,119,2010.0,2.0,10.0,0.0,1.0,1.0,1.0,1.0,
9712,0.0,55.683077000000004,37.567258,6.0,Профсоюзная улица,18К1,1972.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
6339,0.0,55.682925,37.602993,6.0,Севастопольский проспект,13К4,2003.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
173,0.0,55.562906999999996,37.57042,6.0,бульвар Дмитрия Донского,18/4,1996.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
478,0.0,55.665675,37.56945,6.0,улица Цюрупы,15К2,1976.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
4400,0.0,55.537872,37.511454,6.0,улица Кадырова,8,2004.0,3.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0
5375,0.0,55.541656999999994,37.579834000000005,6.0,1-я Мелитопольская улица,10,2002.0,3.0,16.0,1.0,1.0,1.0,,,0.0
2010,0.0,55.547148,37.522351,6.0,Бартеневская улица,41,2000.0,3.0,12.0,0.0,1.0,0.0,,1.0,0.0
1668,0.0,55.708946999999995,37.925227,4.0,улица Сочинская,5,2011.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
6746,0.0,55.57779,37.574228999999995,6.0,Старобитцевская улица,23К1,1992.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
3480,0.0,55.532844,37.50372,6.0,улица Академика Понтрягина,21к1,2007.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
1078,0.0,55.67752900000001,37.599381,6.0,улица Ремизова,5,1959.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
8694,0.0,55.575887,37.581532,6.0,Старобитцевская улица,17К3,1992.0,3.0,22.0,0.0,1.0,0.0,,1.0,0.0
4299,0.0,55.546082999999996,37.558805,6.0,Скобелевская улица,25К2,1999.0,3.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
3381,0.0,55.651953000000006,37.58058,6.0,Керченская улица,1К1,1973.0,4.0,14.0,0.0,1.0,0.0,,1.0,0.0
8912,0.0,55.680595,37.601627,6.0,Нагорная улица,20К8,1970.0,4.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
5860,0.0,55.702475,37.760342,4.0,улица Юных Ленинцев,57К4,1962.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0
4156,0.0,55.673697,37.538062,6.0,улица Гарибальди,10К2,1965.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
1698,0.0,55.5511,37.571884000000004,6.0,Изюмская улица,37к3,2009.0,3.0,15.0,0.0,1.0,1.0,,1.0,0.0
6602,0.0,55.703885,37.652768,5.0,Автозаводская улица,19К1,,,5.0,1.0,0.0,0.0,1.0,,
2730,0.0,55.680686,37.696292,5.0,Коломенская улица,12к1,,,17.0,0.0,1.0,1.0,0.0,,1.0
4933,0.0,55.627809,37.596884,5.0,Чертановская улица,16К1,1969.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7251,0.0,55.610789000000004,37.600549,5.0,улица Красного Маяка,1К1,1970.0,2.0,9.0,0.0,1.0,1.0,,,0.0
7148,0.0,55.636233999999995,37.713602,5.0,улица Борисовские Пруды,5к1,2009.0,2.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0
2389,0.0,55.624749,37.648609,5.0,Севанская улица,58,1964.0,0.0,5.0,1.0,0.0,0.0,,0.0,0.0
8766,0.0,55.681858999999996,37.696669,5.0,улица Корабельная,17к1,2019.0,,15.0,1.0,1.0,1.0,0.0,1.0,0.0
4108,1.0,55.839957,37.49524,1.0,Головинское шоссе,11С17,2021.0,,24.0,1.0,1.0,1.0,1.0,0.0,
8521,0.0,55.762485,37.598878000000006,0.0,Богословский переулок,5,1978.0,0.0,8.0,1.0,0.0,0.0,1.0,,0.0
8101,0.0,55.700502,37.9252,4.0,Рождественская улица,34,2013.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
4589,0.0,55.70894200000001,37.681443,4.0,улица Петра Романова,5,1960.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0
8660,0.0,55.628952000000005,37.616423,5.0,Варшавское шоссе,122,1987.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
6829,0.0,55.652333999999996,37.647729,5.0,Каширское шоссе,28К3,1965.0,4.0,5.0,1.0,0.0,0.0,,,0.0
9256,0.0,55.659099,37.616476,5.0,Фруктовая улица,3А,1978.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
9502,0.0,55.602107999999994,37.62263,5.0,Дорожная улица,7К1,1973.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
9385,,55.827449,37.822972,3.0,Хабаровская улица,25,1971.0,,9.0,,,,,,
6345,0.0,55.626213,37.654987,5.0,Кавказский бульвар,35/2к4,1971.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
4521,0.0,55.614312,37.713369,5.0,Каширское шоссе,98К1,1974.0,3.0,12.0,0.0,1.0,0.0,,1.0,0.0
275,0.0,55.6043,37.604259000000006,5.0,Варшавское шоссе,144К2,1981.0,3.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0
6527,0.0,55.668884,37.658266,5.0,Коломенский проезд,27к3,1963.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
3701,0.0,55.607214,37.603424,5.0,Кировоградская улица,17К2,1981.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
8010,0.0,55.61296,37.602022999999996,5.0,Кировоградская улица,24К3,1970.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
2933,0.0,55.639993999999994,37.597639,5.0,Северное Чертаново мкр,3кВ,1981.0,3.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0
4753,0.0,55.607199,37.599301000000004,5.0,Кировоградская улица,32К1,1972.0,2.0,12.0,0.0,1.0,0.0,,1.0,0.0
2574,0.0,55.628901,37.670771,5.0,Ереванская улица,12К2,1965.0,4.0,5.0,1.0,0.0,0.0,,,0.0
4987,0.0,55.637078,37.698088,5.0,Каширское шоссе,59К1,1988.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
5977,0.0,55.723758999999994,37.645501,5.0,Летниковская улица,13А,,,10.0,1.0,0.0,0.0,,0.0,
9551,0.0,55.678458,37.682287,5.0,Затонная улица,8К2,1967.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
1134,0.0,55.846061999999996,37.583895,2.0,Ботаническая улица,41К7,2020.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,
9138,0.0,55.634958999999995,37.758455,5.0,Братеевская улица,27К2,1985.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
4155,0.0,55.874016000000005,37.589015,2.0,Высоковольтный проезд,1к1,2010.0,2.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0
6987,0.0,55.764972,37.64675,0.0,Большой Харитоньевский переулок,14,1912.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0
8465,0.0,55.729209,37.738252,4.0,Рязанский проспект,2/1к2Е,2018.0,,5.0,0.0,1.0,1.0,0.0,,
5283,0.0,55.646005,37.666396,5.0,Каширское шоссе,50к2А,1959.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
7072,0.0,55.592307,37.595428999999996,5.0,Варшавское шоссе,152К4,1993.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
627,0.0,55.605236,37.609334999999994,5.0,Варшавское шоссе,131К1,1981.0,4.0,16.0,0.0,1.0,1.0,,1.0,0.0
4772,0.0,55.888442000000005,37.669531,2.0,Широкая улица,19К1,1969.0,4.0,14.0,0.0,1.0,0.0,,1.0,0.0
233,0.0,55.871646999999996,37.695079,2.0,Минусинская улица,1,1967.0,0.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
3142,0.0,55.609232999999996,37.529412,6.0,Литовский бульвар,6К3,1978.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
3280,0.0,55.678504000000004,37.676178,5.0,Кленовый бульвар,22,1968.0,3.0,9.0,0.0,1.0,0.0,,,0.0
6218,0.0,55.607122,37.7502,5.0,Гурьевский проезд,19К2,1987.0,3.0,17.0,0.0,1.0,1.0,,0.0,0.0
4764,0.0,55.656052,37.612039,5.0,Болотниковская улица,5К2,2002.0,4.0,17.0,0.0,1.0,0.0,,1.0,0.0
9533,0.0,55.706309999999995,37.616836,5.0,Малая Тульская улица,24,1980.0,,13.0,0.0,1.0,0.0,1.0,1.0,
4458,0.0,55.847861,37.650055,2.0,проезд Серебрякова,11к1,2019.0,,7.0,0.0,1.0,1.0,0.0,0.0,
2779,0.0,55.810966,37.650576,2.0,Новоалексеевская улица,23,1963.0,0.0,5.0,1.0,0.0,0.0,,,0.0
4368,0.0,55.723094999999994,37.901377000000004,3.0,Лухмановская улица,27,2010.0,3.0,24.0,0.0,1.0,1.0,,1.0,0.0
8899,0.0,55.738622,37.851763,3.0,Суздальская улица,12К5,1995.0,2.0,14.0,0.0,1.0,1.0,,0.0,0.0
3770,0.0,55.566802,37.478621000000004,11.0,улица Фитаревская,17к1,2013.0,2.0,25.0,1.0,1.0,0.0,,,0.0
7521,0.0,55.684020999999994,37.656308,5.0,Нагатинская набережная,18к1,2009.0,3.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0
8962,0.0,55.63596,37.747945,5.0,улица Борисовские Пруды,16К2,1996.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
5825,0.0,55.676103000000005,37.627014,5.0,Варшавское шоссе,57,1962.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
5377,0.0,55.707628,37.602238,5.0,4-й Верхний Михайловский проезд,10К1,1971.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
2677,0.0,55.656666,37.610817,5.0,Болотниковская улица,8к1,1974.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
7144,0.0,55.761254,37.613448999999996,0.0,Среда ЖК,Б2,,,25.0,,,,,,
164,0.0,55.676453,37.691126000000004,5.0,Коломенская улица,25,1982.0,2.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
8127,0.0,55.714383999999995,37.595168,5.0,улица Стасовой,3/27,1952.0,0.0,5.0,1.0,0.0,0.0,,0.0,0.0
2471,0.0,55.604503,37.593973999999996,5.0,Кировоградский проезд,3К2,1991.0,3.0,22.0,0.0,1.0,1.0,,1.0,0.0
1983,0.0,55.638536,37.59065,5.0,Северное Чертаново мкр,5кВ,1982.0,3.0,24.0,0.0,1.0,1.0,,1.0,0.0
1736,0.0,55.583622,37.690354,5.0,Загорьевская улица,23к2,1983.0,3.0,12.0,0.0,1.0,0.0,,,0.0
100,0.0,55.60334399999999,37.729134,5.0,Ясеневая улица,17,1977.0,3.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
7358,0.0,55.612548,37.714626,5.0,Каширское шоссе,104,1974.0,3.0,12.0,1.0,0.0,0.0,,0.0,0.0
8743,0.0,55.721924,37.664473,4.0,улица Симоновский Вал,15,1965.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
62,0.0,55.730887,37.751987,4.0,Орехово-Зуевский проезд,14,2004.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
7664,1.0,55.544045999999994,37.478055,11.0,Бунинские Луга ЖК,к2.3/1,2020.0,,18.0,0.0,1.0,1.0,1.0,,
996,1.0,55.660653,37.732979,4.0,Люблинская улица,72к4,2022.0,3.0,25.0,0.0,1.0,1.0,1.0,,
2087,1.0,55.8053,37.617159,2.0,Шереметьевская улица,24,2019.0,2.0,10.0,1.0,1.0,1.0,0.0,0.0,
9179,0.0,55.548145999999996,37.321667,11.0,пос. Марьино,22,1983.0,3.0,16.0,1.0,0.0,0.0,,,0.0
6402,0.0,55.70545799999999,37.685458000000004,4.0,улица Трофимова,35/20,1957.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
3259,0.0,55.674575,37.760225,4.0,Совхозная улица,41,2007.0,2.0,16.0,0.0,1.0,0.0,,1.0,0.0
6664,0.0,55.691887,37.725873,4.0,Шоссейная улица,4к2,1973.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
178,0.0,55.714085,37.806506,4.0,Рязанский проспект,68К1,1974.0,4.0,12.0,1.0,0.0,0.0,,0.0,0.0
4118,0.0,55.675098,37.73977,4.0,Люблинская улица,121/1,1934.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
7531,0.0,55.701136,37.782844,4.0,Волгоградский проспект,128К4,1996.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
297,0.0,55.643688,37.731901,4.0,Батайский проезд,37,1988.0,3.0,17.0,0.0,1.0,1.0,,,0.0
8259,1.0,55.747068999999996,37.680949,0.0,м. Площадь Ильича,Символ ЖК,,2.0,13.0,0.0,1.0,1.0,,,
6753,0.0,55.702734,37.816199,4.0,Ташкентская улица,17К2,1969.0,4.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
8233,0.0,55.766668,37.703856,4.0,Солдатский переулок,8,1990.0,2.0,17.0,0.0,1.0,1.0,,1.0,0.0
5522,0.0,55.87716700000001,37.652481,2.0,Сухонская улица,9,1987.0,3.0,16.0,0.0,1.0,1.0,,,0.0
6585,1.0,55.666706000000005,37.739626,4.0,Люблинская улица,72С21,2020.0,3.0,16.0,0.0,1.0,1.0,1.0,,0.0
5511,0.0,55.682807999999994,37.917331,4.0,1-я Вольская улица,10,2008.0,,14.0,0.0,1.0,0.0,,1.0,
8342,0.0,55.634227,37.799418,4.0,3-й Капотни кв-л,18,1973.0,,9.0,0.0,1.0,0.0,,1.0,
6248,0.0,55.696778,37.799149,4.0,Ташкентская улица,34К4,2003.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
4780,0.0,55.65140400000001,37.712237,4.0,Подольская улица,21,1980.0,3.0,9.0,0.0,1.0,0.0,,,0.0
7882,0.0,55.716533999999996,37.775343,4.0,Окская улица,42/1К1,1965.0,4.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
3304,0.0,55.727486,37.768723,4.0,улица Михайлова,23,1960.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
8328,0.0,55.738753,37.707332,4.0,Подъемная улица,4,1982.0,3.0,16.0,0.0,1.0,0.0,,1.0,0.0
7732,0.0,55.702707999999994,37.84702,4.0,Пронская улица,3,1992.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
6083,0.0,55.702186,37.684855999999996,4.0,улица Трофимова,32К1,1990.0,0.0,17.0,0.0,1.0,0.0,,1.0,0.0
1187,0.0,55.677839,37.763638,4.0,Совхозная улица,14,1968.0,0.0,14.0,0.0,1.0,0.0,,1.0,0.0
8293,0.0,55.704893999999996,37.673106,4.0,5-я Кожуховская улица,18К1,1966.0,0.0,9.0,0.0,1.0,0.0,,,0.0
3689,0.0,55.75993199999999,37.694037,4.0,1-й Краснокурсантский проезд,3/5к11,1934.0,,5.0,1.0,0.0,0.0,1.0,,0.0
999,0.0,55.710296,37.813764,4.0,Сормовская улица,3К3,1981.0,3.0,16.0,0.0,1.0,1.0,,1.0,0.0
6482,0.0,55.658149,37.77069,4.0,Перервинский бульвар,15К1,2001.0,3.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0
2244,1.0,55.847311,37.628999,2.0,проезд Серебрякова,2Ак2,2020.0,,24.0,0.0,1.0,0.0,0.0,,
1770,0.0,55.849054,37.362999,8.0,Пятницкое шоссе,27К1,1992.0,3.0,17.0,0.0,1.0,1.0,,1.0,
6168,0.0,55.674362,37.453037,7.0,Озерная улица,27,1974.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
5030,0.0,55.66066800000001,37.749947999999996,4.0,улица Перерва,49,1999.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
7041,0.0,55.650758999999994,37.765264,4.0,Братиславская улица,34К2,1996.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
8114,0.0,55.664218000000005,37.75302,4.0,Братиславская улица,6,,,16.0,0.0,1.0,1.0,0.0,,
